Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Peptidyl-Cysteine Modification (GO:0018198)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	S100A9;S100A8
Positive Regulation Of Epidermis Development (GO:0045684)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	SFN;ELAPOR2
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	STAT1;TGFBR2
Positive Regulation Of Platelet Activation (GO:0010572)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	SELP;PLEK
Positive Regulation Of Protein Kinase A Signaling (GO:0010739)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	RAMP3;ADRB2
Positive Regulation Of Receptor Recycling (GO:0001921)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	RAMP3;SNCA
Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	DLL1;LMOD3
Primary Alcohol Catabolic Process (GO:0034310)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	SULT1A3;SULT1A2
Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	IRF1;HLA-E
Regulation Of Animal Organ Morphogenesis (GO:2000027)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	SAPCD2;CITED2
Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	EFNB2;WNT3A
Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	PODXL;CCL5
Regulation Of Cellular Extravasation (GO:0002691)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	LYVE1;JAM3
Regulation Of Cellular Response To Oxidative Stress (GO:1900407)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	ALOX5;FBLN5
Regulation Of Long-Term Synaptic Depression (GO:1900452)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	AGER;SHANK3
Regulation Of Natural Killer Cell Proliferation (GO:0032817)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	LEP;HLA-E
Regulation Of Receptor Binding (GO:1900120)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	ATP2A2;MMP9
Sequestering Of Extracellular Ligand From Receptor (GO:0035581)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	NRROS;NBL1
Serotonin Transport (GO:0006837)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	SLC29A4;SLC6A4
Vesicle Fusion With Vacuole (GO:0051469)	2/9	0.134817878222847	0.346540711616402	0	0	3.65611751947156	7.32623965645897	CHMP3;CHMP5
T-helper Cell Differentiation (GO:0042093)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	PTGER4;IL6;GPR183
Cardiac Atrium Morphogenesis (GO:0003209)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	BMPR2;NOTCH1;ENG
Cellular Response To Inorganic Substance (GO:0071241)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	AOC1;FOXO1;AQP1
Myoblast Fusion (GO:0007520)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	CD9;DOCK2;JAM2
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	PRNP;CEACAM1;LAPTM5
Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	SFRP1;FFAR4;FOXO1
Nitric Oxide Mediated Signal Transduction (GO:0007263)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	FPR1;NDNF;CD36
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	TYROBP;NEDD9;TMEM64
Protein Autoprocessing (GO:0016540)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	CTSL;F12;CASP1
Regulation Of RIG-I Signaling Pathway (GO:0039535)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	RNF125;OASL;BIRC3
Regulation Of Adaptive Immune Response (GO:0002819)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	IRF1;IL6ST;SAMSN1
Regulation Of cAMP-mediated Signaling (GO:0043949)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	MGRN1;PDE4D;FFAR4
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	RIPOR2;CDH5;TEK
Regulation Of Oligodendrocyte Differentiation (GO:0048713)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	NOTCH1;MDK;TNFRSF21
Response To Cholesterol (GO:0070723)	3/18	0.137868418823295	0.351055441922396	0	0	2.55994475138122	5.07241669812253	CCL3;TGFBR2;CES1
Connective Tissue Development (GO:0061448)	5/38	0.138145956406693	0.351102996014262	0	0	1.94014837168364	3.84041601890933	HYAL1;HYAL2;ZBTB16;SULF1;CD44
Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	5/38	0.138145956406693	0.351102996014262	0	0	1.94014837168364	3.84041601890933	MACF1;RAB31;RILPL2;SPTBN1;BLZF1
Regulation Of Protein Import Into Nucleus (GO:0042306)	5/38	0.138145956406693	0.351102996014262	0	0	1.94014837168364	3.84041601890933	JUP;CDH1;HYAL2;HCLS1;PIK3R1
Regulation Of Hydrolase Activity (GO:0051336)	8/71	0.141403523075803	0.35621824927307	0	0	1.62676962676963	3.18218524998935	ARHGAP44;FGD3;FGD5;CAV1;CHN1;ARHGAP15;RASIP1;PROM2
Synapse Assembly (GO:0007416)	8/71	0.141403523075803	0.35621824927307	0	0	1.62676962676963	3.18218524998935	PTPRD;GPM6A;CDH1;FLRT3;WNT3A;SPOCK2;SHANK3;PCDHB9
Golgi To Plasma Membrane Protein Transport (GO:0043001)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	MACF1;RAB31;SPTBN1;BLZF1
Cell-Substrate Junction Assembly (GO:0007044)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	COL17A1;ITGB4;RHOD;FERMT2
Cellular Response To Osmotic Stress (GO:0071470)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	STK39;CASP1;NLRP3;MYLK
Determination Of Bilateral Symmetry (GO:0009855)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	STIL;NOTCH1;CITED2;DLL1
Diterpenoid Metabolic Process (GO:0016101)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	AKR1B10;ADH1B;RARRES2;ALDH1A1
Negative Regulation Of Cation Channel Activity (GO:2001258)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	PPP3CC;GSTO1;CASQ2;MMP9
Negative Regulation Of Signaling (GO:0023057)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	HHIP;IGFBP3;IL1B;LDLR
Negative Regulation Of Type II Interferon Production (GO:0032689)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	PRNP;LAPTM5;GAS6;VSIR
Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	CD74;ANKRD1;SOX4;CD44
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	SYT11;SYT15;SYT7;STX1A
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	DSP;JUP;CAV1;ATP2A2
Regulation Of Monoatomic Ion Transport (GO:0043269)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	CLDN10;KCNJ8;KCNJ15;NEDD4L
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	4/28	0.141552771350255	0.35621824927307	0	0	2.13372494816862	4.17160870929446	FXYD1;NEDD4L;FXYD6;SCN4B
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	12/117	0.141559328846044	0.35621824927307	0	0	1.46482676461829	2.86378959273145	GHR;EDN1;CCND2;RGCC;PLA2G1B;LRRK2;IL1B;KIT;ADAM8;ADRB2;FERMT2;SNCA
Erythrocyte Differentiation (GO:0030218)	6/49	0.141958181244886	0.356780629700704	0	0	1.78701215096162	3.48864579891751	TGFBR3;ALAS2;ID2;KIT;HCLS1;SH2B3
Positive Regulation Of Nervous System Development (GO:0051962)	6/49	0.141958181244886	0.356780629700704	0	0	1.78701215096162	3.48864579891751	CX3CR1;PTPRD;SRPX2;MME;GPER1;TGM2
Sterol Metabolic Process (GO:0016125)	7/60	0.142584746195839	0.358134155722758	0	0	1.69173678983954	3.2951966323734	CYP27A1;CH25H;CYP26B1;FAXDC2;MSMO1;ABCG1;CES1
Protein Transport (GO:0015031)	28/313	0.146666871164382	0.368160085606337	0	0	1.2609683026963	2.42054396808313	MACF1;RAMP2;RAMP3;CALCRL;TFRC;PRF1;STX11;SNX1;CD36;STX2;SPTBN1;WLS;GPIHBP1;RAB8B;CD74;PRKCB;LAPTM5;PDIA4;RAB32;CENPF;RAB31;CANX;SCG5;CHMP3;PPARG;BLZF1;STX1A;ABCG1
Digestive Tract Development (GO:0048565)	5/39	0.149605564639311	0.373993089641201	0	0	1.88298348384997	3.577203555058	CXCL8;EDNRB;FOXF1;RARRES2;KIT
