Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Late SARS-CoV-2 Infection Events R-HSA-9772573	5/58	0.413209721752553	0.87117268259874	0	0	1.20671207494976	1.06649214880056	UBB;ZDHHC9;CANX;MAGT1;SRPK1
Bile Acid And Bile Salt Metabolism R-HSA-194068	4/45	0.414064677950549	0.87117268259874	0	0	1.24786353599542	1.10028257202226	ABCC3;CYP27A1;CH25H;PTGIS
Glycosphingolipid Metabolism R-HSA-1660662	4/45	0.414064677950549	0.87117268259874	0	0	1.24786353599542	1.10028257202226	B3GALNT1;ASAH1;EGFL7;SFTPA2
SUMOylation Of DNA Replication Proteins R-HSA-4615885	4/45	0.414064677950549	0.87117268259874	0	0	1.24786353599542	1.10028257202226	TOP2A;BIRC5;AURKB;AURKA
Developmental Biology R-HSA-1266738	80/1073	0.414953308469739	0.871765941916689	0	0	1.03164162264958	0.907420906712205	SEMA5A;CDKN1A;SPI1;RPL3;CSF3R;ARPC1B;ADIRF;LDB2;ACTG1;HHEX;DPYSL2;PRX;CD36;PTGDS;H3-3B;KRT6A;SEMA6A;RPL21;KRT4;TSC22D1;KRT8;GFRA1;GAB2;RNASE1;MMP9;GFRA2;TYROBP;CREB1;KCNQ3;COL4A5;PPARG;COL6A6;ITGA5;MYL9;SCN4B;SHANK3;STX1A;KRT80;NOTCH1;EPAS1;TMPRSS4;NTN4;CXCR4;LPL;SEMA3E;PIK3R1;GATA2;FOXO1;EFNB2;SDCBP;ABLIM1;APH1B;RRAS;UBB;FLRT3;SLIT3;MYH11;SLIT2;RPL15;MYH10;SPTBN1;MBD4;PRNP;JUN;EGR2;ST14;JUP;H2BC5;LGI3;SCD5;KLF4;RCAN1;MEIS1;FABP4;CXCL12;MAFB;LEP;AGRN;FOXA3;RPS23
Interleukin-1 Family Signaling R-HSA-446652	12/152	0.424074732350764	0.881205538070139	0	0	1.09653529236573	0.94065795796782	IL1RL1;IL33;UBB;IL37;IL1B;ALOX5;CASP1;MAP3K8;CTSG;IRAK3;AGER;IL18R1
Membrane Trafficking R-HSA-199991	45/599	0.425623020505666	0.881205538070139	0	0	1.03960720172957	0.888033774224104	SH3GL3;SERPINA1;TFRC;YWHAB;SNAP23;ARRB1;DENND3;ADRB2;GJA1;BLOC1S6;GJC2;UBB;FTH1;GJA4;MVB12B;AP1S2;MAN1C1;NLRP3;CD59;LDLR;SPTBN1;CTSC;CD55;SH3D19;RAB8B;GABARAPL2;FZD4;DENND2A;RNASE1;ARFGAP1;RAB32;GJB2;DAB2;TBC1D2;RAB31;AKR1B10;ALPP;AGTR1;CHMP4B;FOLR2;IL7R;PAFAH1B3;HBEGF;SEC22C;CHMP5
Apoptotic Factor-Mediated Response R-HSA-111471	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	APIP;SEPTIN4
Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	CDC20;UBE2C
G Beta:Gamma Signaling Thru PLC Beta R-HSA-418217	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	GNG10;GNG11
PI-3K cascade:FGFR4 R-HSA-5654720	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	PIK3R1;FGFR4
Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	PTPRD;PPFIBP1
Regulation Of Gene Expression In Beta Cells R-HSA-210745	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	FOXO1;FOXA3
Signal Transduction By L1 R-HSA-445144	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	ITGA5;RNASE1
Signaling By Hippo R-HSA-2028269	2/20	0.431457561550762	0.881205538070139	0	0	1.42097998619738	1.19445605927511	YWHAB;WWC1
Cardiac Conduction R-HSA-5576891	10/126	0.431882151663991	0.881205538070139	0	0	1.10274234846491	0.925865260226456	KCNK5;MMP12;SLN;FXYD1;CACNA2D2;ATP2A2;ATP1B3;SCN4B;KCNK3;CES1
Glucagon-type Ligand Receptors R-HSA-420092	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	VIPR1;GNG10;GNG11
Keratan Sulfate/Keratin Metabolism R-HSA-1638074	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	LUM;OGN;PRELP
NOD1/2 Signaling Pathway R-HSA-168638	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	CASP1;TNFAIP3;BIRC3
Negative Regulation Of FGFR1 Signaling R-HSA-5654726	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	KL;UBB;ANOS1
Plasma Lipoprotein Remodeling R-HSA-8963899	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	LPL;ABCG1;GPIHBP1
Signal Amplification R-HSA-392518	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	GNG10;GNAQ;GNG11
Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	VWF;YWHAB;ARRB1
Striated Muscle Contraction R-HSA-390522	3/33	0.432677602058133	0.881205538070139	0	0	1.2789364640884	1.07144487687416	TMOD1;DES;VIM
APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	6/73	0.437828002785915	0.881205538070139	0	0	1.14540102256882	0.946020074001344	CDC20;PTTG1;UBB;UBE2C;AURKB;AURKA
Stimuli-sensing Channels R-HSA-2672351	8/100	0.440676424427815	0.881205538070139	0	0	1.1122359818012	0.911415551552738	TTYH3;UBB;TSC22D3;TRPV2;NEDD4L;STOM;ANO6;SGK1
Programmed Cell Death R-HSA-5357801	16/208	0.441484212823396	0.881205538070139	0	0	1.06602787456446	0.871598267391665	GSN;YWHAB;DAPK2;APIP;GZMB;SEPTIN4;SDCBP;PPP3CC;FNTA;UBB;IL1B;IRF1;CASP1;CHMP4B;VIM;BIRC3
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	7/87	0.445575488589835	0.881205538070139	0	0	1.11913954293629	0.90469964779852	CDC20;PTTG1;UBB;UBE2C;NEK2;AURKB;AURKA
C-type Lectin Receptors (CLRs) R-HSA-5621481	11/141	0.446765763415128	0.881205538070139	0	0	1.08231303418803	0.872042168044816	CLEC4A;FCER1G;UBB;MUC16;CLEC10A;IL1B;ICAM2;PLCG2;MUC20;MUC4;MUC21
IRS-mediated Signaling R-HSA-112399	4/47	0.44722236289753	0.881205538070139	0	0	1.18969479757638	0.9573466325831	KL;PIK3R1;GAB2;FGFR4
Signaling By NOTCH1 R-HSA-1980143	6/74	0.450922394926773	0.881205538070139	0	0	1.1284958273967	0.898801817856159	NOTCH1;APH1B;HEY1;UBB;ARRB1;DLL1
DNA Methylation R-HSA-5334118	3/34	0.452218673253571	0.881205538070139	0	0	1.23761361611121	0.982157078915938	H2BC5;UHRF1;H3-3B
EPHB-mediated Forward Signaling R-HSA-3928662	3/34	0.452218673253571	0.881205538070139	0	0	1.23761361611121	0.982157078915938	ARPC1B;RNASE1;ACTG1
Synthesis Of Bile Acids And Bile Salts R-HSA-192105	3/34	0.452218673253571	0.881205538070139	0	0	1.23761361611121	0.982157078915938	CYP27A1;CH25H;PTGIS
2-LTR Circle Formation R-HSA-164843	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	HMGA1
Alpha-defensins R-HSA-1462054	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	TSPAN32
Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	AXIN2
Biosynthesis Of Maresins R-HSA-9018682	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	ALOX5
CDC6 Association With ORC:origin Complex R-HSA-68689	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	MCM8
CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	CREB1
Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	DCN
Defective CHST3 Causes SEDCJD R-HSA-3595172	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	DCN
Defective CHSY1 Causes TPBS R-HSA-3595177	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	DCN
EGFR Transactivation By Gastrin R-HSA-2179392	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	HBEGF
Fatty Acids Bound To GPR40 (FFAR1) Regulate Insulin Secretion R-HSA-434316	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	GNAQ
Gain-of-function MRAS Complexes Activate RAF Signaling R-HSA-9726842	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	YWHAB
Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	HBEGF
InlA-mediated Entry Of Listeria Monocytogenes Into Host Cells R-HSA-8876493	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	UBB
Metabolism Of Ingested SeMet, Sec, MeSec Into H2Se R-HSA-2408508	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	VSIG2
Noncanonical Activation Of NOTCH3 R-HSA-9017802	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	APH1B
RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	ITGA5
RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	CCN2
SMAC, XIAP-regulated Apoptotic Response R-HSA-111469	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	SEPTIN4
Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	TGFBR2
Synthesis Of UDP-N-acetyl-glucosamine R-HSA-446210	1/8	0.452635102234362	0.881205538070139	0	0	1.82679802955665	1.44804615255044	GFPT1
Azathioprine ADME R-HSA-9748787	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	GSTA2;RNASE1
Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	LMBRD1;TCN1
HS-GAG Degradation R-HSA-2024096	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	GPC3;AGRN
Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	CDC20;UBE2C
Negative Regulation Of MET Activity R-HSA-6807004	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	SH3GL3;UBB
PI-3K cascade:FGFR1 R-HSA-5654689	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	KL;PIK3R1
Presynaptic Function Of Kainate Receptors R-HSA-500657	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	GNG10;GNG11
SHC1 Events In ERBB2 Signaling R-HSA-1250196	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	PRKCE;HBEGF
Synthesis, Secretion, And Inactivation Of Glucagon-like Peptide-1 (GLP-1) R-HSA-381771	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	LEP;FFAR4
TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115	2/21	0.456639034875829	0.881205538070139	0	0	1.34611892048963	1.05517154763723	BTG2;RGCC
Signaling By FGFR In Disease R-HSA-1226099	5/61	0.456853253905535	0.881205538070139	0	0	1.14188154514918	0.894542063060748	STAT1;LRRFIP1;GAB2;PIK3R1;FGFR4
Protein-protein Interactions At Synapses R-HSA-6794362	7/88	0.457577351736412	0.881419107835422	0	0	1.10526315789474	0.864105053063823	PTPRD;PPFIBP1;EPB41L2;EPB41L3;SHANK3;STX1A;SYT7
ISG15 Antiviral Mechanism R-HSA-1169408	6/75	0.463947262339906	0.892492926348654	0	0	1.11208063788175	0.854060572500477	EIF4E3;PDZD2;UBB;STAT1;UBE2L6;JAK1
TCR Signaling R-HSA-202403	9/116	0.467571931513388	0.89826318928441	0	0	1.07572556288644	0.81776880814514	HLA-DRB4;UBB;PLCG2;HLA-DRA;PIK3R1;CD247;HLA-DRB3;HLA-DQA1;HLA-DPA1
ER-Phagosome Pathway R-HSA-1236974	7/89	0.469523350573981	0.8985543931234	0	0	1.09172522126883	0.825384930319536	UBB;SNAP23;BTK;CD36;S100A9;S100A8;HLA-E
MAP Kinase Activation R-HSA-450294	5/62	0.471208074689605	0.8985543931234	0	0	1.12178787217005	0.844095465862134	JUN;CREB1;UBB;MAP3K8;FOS
Metabolism Of Steroid Hormones R-HSA-196071	3/35	0.471475304394602	0.8985543931234	0	0	1.1988734461326	0.901419222994928	HSD11B1;TSPO;HSD17B11
RHOBTB GTPase Cycle R-HSA-9706574	3/35	0.471475304394602	0.8985543931234	0	0	1.1988734461326	0.901419222994928	PDE5A;VIM;ACTG1
RNA Polymerase III Transcription Initiation R-HSA-76046	3/35	0.471475304394602	0.8985543931234	0	0	1.1988734461326	0.901419222994928	CRCP;SNAPC1;POLR3H
Regulation Of TNFR1 Signaling R-HSA-5357905	3/35	0.471475304394602	0.8985543931234	0	0	1.1988734461326	0.901419222994928	UBB;TNFAIP3;BIRC3
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	4/49	0.479768546607294	0.905921298448921	0	0	1.13669661368348	0.834848516984532	EFNB2;APH1B;MMP9;RNASE1
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	4/49	0.479768546607294	0.905921298448921	0	0	1.13669661368348	0.834848516984532	BTG2;CDKN1A;RGCC;AURKA
ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170	2/22	0.481161950091092	0.905921298448921	0	0	1.27874396135266	0.935466898046123	GNG10;GNG11
Nephrin Family Interactions R-HSA-373753	2/22	0.481161950091092	0.905921298448921	0	0	1.27874396135266	0.935466898046123	PIK3R1;SPTBN1
RNA Polymerase III Transcription Termination R-HSA-73980	2/22	0.481161950091092	0.905921298448921	0	0	1.27874396135266	0.935466898046123	CRCP;POLR3H
Response Of Mtb To Phagocytosis R-HSA-9637690	2/22	0.481161950091092	0.905921298448921	0	0	1.27874396135266	0.935466898046123	UBB;CTSG
Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	5/63	0.485440003353354	0.905921298448921	0	0	1.10238708446607	0.796694678436812	CRCP;AIM2;UBB;POLR3H;LRRFIP1
Activation Of ATR In Response To Replication Stress R-HSA-176187	3/36	0.490417735682373	0.905921298448921	0	0	1.1624811652436	0.82826519055173	CDC45;MCM8;MCM4
Activation Of Ca-permeable Kainate Receptor R-HSA-451308	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	NCALD
Adenylate Cyclase Activating Pathway R-HSA-170660	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	ADCY4
Adrenoceptors R-HSA-390696	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	ADRB2
Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	MBD4
Downregulation Of ERBB4 Signaling R-HSA-1253288	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	UBB
E2F-enabled Inhibition Of Pre-Replication Complex Formation R-HSA-113507	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	MCM8
EGFR Interacts With Phospholipase C-gamma R-HSA-212718	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	HBEGF
Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	CHRNA5
Lipophagy R-HSA-9613354	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	PLIN2
MET Activates RAS Signaling R-HSA-8851805	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	MUC20
NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	SCD
OAS Antiviral Response R-HSA-8983711	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	OASL
PI3K/AKT Activation R-HSA-198203	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	PIK3R1
PI5P Regulates TP53 Acetylation R-HSA-6811555	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	PDZD2
PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	UBB
Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	UBB
Prostanoid Ligand Receptors R-HSA-391908	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	PTGER4
Regulation Of PTEN Localization R-HSA-8948747	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	UBB
Sperm Motility And Taxes R-HSA-1300642	1/9	0.492362236665698	0.905921298448921	0	0	1.59836206896552	1.13250438740414	CATSPER2
Signaling By TGF-beta Receptor Complex R-HSA-170834	7/91	0.49320992194144	0.906320534309271	0	0	1.0656163434903	0.753199359937021	PPP1R15A;COL1A2;UBB;STAT1;LTBP4;NEDD4L;TGFBR2
Ion Homeostasis R-HSA-5578775	4/50	0.495759290985365	0.908681251461696	0	0	1.11192572338572	0.780199107497262	SLN;FXYD1;ATP2A2;ATP1B3
Neurotransmitter Release Cycle R-HSA-112310	4/50	0.495759290985365	0.908681251461696	0	0	1.11192572338572	0.780199107497262	MAOA;SH2D3C;SLC1A1;STX1A
RAF/MAP Kinase Cascade R-HSA-5673001	20/271	0.502020246687615	0.918984833745353	0	0	1.01887349275157	0.702120831769006	PDGFRA;KL;VWF;ANGPT1;YWHAB;GFRA1;ARRB1;PIK3R1;IL17RD;GFRA2;ZDHHC9;FNTA;UBB;ABHD17A;KIT;TEK;FGFR4;SPTBN1;JAK1;HBEGF
Glutamate Neurotransmitter Release Cycle R-HSA-210500	2/23	0.504989283606255	0.919480054038726	0	0	1.21778566499063	0.832013172334034	SLC1A1;STX1A
IKK Complex Recruitment Mediated By RIP1 R-HSA-937041	2/23	0.504989283606255	0.919480054038726	0	0	1.21778566499063	0.832013172334034	UBB;BIRC3
RHOBTB1 GTPase Cycle R-HSA-9013422	2/23	0.504989283606255	0.919480054038726	0	0	1.21778566499063	0.832013172334034	PDE5A;VIM
Signaling By NTRK2 (TRKB) R-HSA-9006115	2/23	0.504989283606255	0.919480054038726	0	0	1.21778566499063	0.832013172334034	PIK3R1;RNASE1
Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122	3/37	0.509019704182039	0.919480054038726	0	0	1.12822960675983	0.761857972456949	GNG10;GNAQ;GNG11
Triglyceride Metabolism R-HSA-8979227	3/37	0.509019704182039	0.919480054038726	0	0	1.12822960675983	0.761857972456949	FABP4;CAV1;MGLL
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	31/424	0.509379501326513	0.919480054038726	0	0	1.00855821954629	0.68033500740073	CD86;CDKN1A;NOTCH1;YWHAB;ARRB1;RRBP1;PIK3R1;DLL1;FOXO1;PAPSS1;APH1B;HEY1;UBB;RAC2;LRRFIP1;SPTBN1;KL;PDGFRA;VWF;FZD4;STAT1;WNT3A;LMO7;GAB2;RNASE1;TGFBR2;PPFIBP1;CREB1;KIT;FGFR4;HBEGF
IRS-related Events Triggered By IGF1R R-HSA-2428928	4/51	0.511536859245879	0.919480054038726	0	0	1.08820891352615	0.72946521317	KL;GAB2;PIK3R1;FGFR4
Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	4/51	0.511536859245879	0.919480054038726	0	0	1.08820891352615	0.72946521317	COL1A2;UBB;STAT1;NEDD4L
Transcriptional Regulation By RUNX1 R-HSA-8878171	15/204	0.517285075839359	0.919480054038726	0	0	1.01472343812177	0.668866270937454	SPI1;H2BC5;PRKCB;LMO2;LIFR;LDB2;GATA2;CLDN5;SOCS3;CCND2;CDK6;UBB;CTSL;MYL9;H3-3B
Metabolism Of Proteins R-HSA-392499	137/1890	0.518729983707329	0.919480054038726	0	0	0.998962422322767	0.655690757084881	ERO1A;SEMA5A;SPON1;RPL3;PROS1;GALNT18;CCNF;RORA;UBE2L6;CDC20;TUBB6;DMBT1;TUBB3;RPL21;IGFBP3;LMO7;VASH1;TPST2;RAB32;RAB31;SLPI;PPA2;EEF1A2;TRIM13;SPARCL1;STX1A;CES1;CPB2;EPAS1;ADRB2;FUT3;C3;SOCS2;SNX3;SOCS3;GNG10;APH1B;UBB;NLRP3;IGFBP7;IGFBP6;SPTBN1;GPIHBP1;TFAP2A;MUC16;UBE2C;WFS1;ABCA3;ZBTB16;GFPT1;TMEM132A;LYZ;FBXO32;GNG11;NR4A2;MSRA;IL6;HNRNPK;VNN2;ALPP;UBE2T;GNAQ;ALPL;FBXL5;MUC20;MUC21;RPS23;TOP2A;CPM;SERPINA1;TNFAIP3;ARRB1;MAGT1;MSLN;TUBA1B;TUBA1A;ADAMTSL4;ADAMTS1;ADAMTSL3;FFAR4;CTSH;CTSG;TIMP1;ADAMTS8;LMCD1;CTSC;RAB8B;H3-3B;SBSPON;CD52;SFTPB;EGFL7;USP49;SFTPC;SFTPD;AXIN2;ARFGAP1;TGFBR2;MMP12;TUBB2B;CEACAM5;CANX;BIRC5;VWA1;PPARG;GAS6;SEC22C;ST6GALNAC6;BIRC3;SFTPA2;METTL21A;THBS2;AURKB;AURKA;GPC3;MAN1C1;GCNT3;CD59;RPL15;UGGT1;MUC4;MARCHF6;CD55;SNCA;IL33;BCHE;GSN;H2BC5;GOLM1;UBE2G2;KLF4;GZMH;LEP;MSRB3;SFTPA1;FOLR2;RECK
IGF1R Signaling Cascade R-HSA-2428924	4/52	0.527084573230448	0.919480054038726	0	0	1.0654803040774	0.682327473860989	KL;GAB2;PIK3R1;FGFR4
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	3/38	0.527258261575623	0.919480054038726	0	0	1.09593528018942	0.701469585587376	GSN;FNTA;VIM
Signaling By RAF1 Mutants R-HSA-9656223	3/38	0.527258261575623	0.919480054038726	0	0	1.09593528018942	0.701469585587376	VWF;YWHAB;ARRB1
COPII-mediated Vesicle Transport R-HSA-204005	5/66	0.52725876569888	0.919480054038726	0	0	1.04800126975489	0.670787711220993	SERPINA1;CD59;FOLR2;CTSC;SEC22C
Glycogen Metabolism R-HSA-8982491	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	PPP1R3C;UBB
Incretin Synthesis, Secretion, And Inactivation R-HSA-400508	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	LEP;FFAR4
Signaling By ERBB2 KD Mutants R-HSA-9664565	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	PIK3R1;HBEGF
Signaling By Erythropoietin R-HSA-9006335	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	PLCG2;PIK3R1
Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	CYP27A1;PTGIS
Synthesis Of Very Long-Chain Fatty acyl-CoAs R-HSA-75876	2/24	0.528092841030957	0.919480054038726	0	0	1.16236903193425	0.742153070550848	HACD1;ACSL4
Acetylcholine Regulates Insulin Secretion R-HSA-399997	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	GNAQ
Bicarbonate Transporters R-HSA-425381	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	SLC4A5
CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	CREB1
Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	DAPK2
Condensation Of Prometaphase Chromosomes R-HSA-2514853	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	CCNB2
FGFR2b Ligand Binding And Activation R-HSA-190377	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	FGFBP2
Glucocorticoid Biosynthesis R-HSA-194002	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	HSD11B1
HDL Remodeling R-HSA-8964058	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	ABCG1
IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	UBB
Integration Of Provirus R-HSA-162592	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	HMGA1
Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	AP1S2
Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	TFAP2A
Neurotoxicity Of Clostridium Toxins R-HSA-168799	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	STX1A
Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	PAICS
RHO GTPases Activate KTN1 R-HSA-5625970	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	RNASE1
Reactions Specific To Complex N-glycan Synthesis Pathway R-HSA-975578	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	FUT3
Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	FOXO1
Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	GCHFR
Thyroxine Biosynthesis R-HSA-209968	1/10	0.52920785514407	0.919480054038726	0	0	1.42068965517241	0.904089963479124	DUOX1
